Genre,Rating,from,times,to
ic_het,PG-13,Ромильда Вейн,1.0,Чарли Уизли
ic_het,PG-13,Виктор Крам,1.0,Ромильда Вейн
ic_het,NC-17,Блейз Забини,1.0,Ханна Аббот
ic_gen,G,Лили Эванс,1.0,Сириус Блэк
ic_mixed,NC-17,Дадли Дурсль,1.0,Том Марволо Реддл
ic_slash,G,? минутка интриги,1.0,Гарри Поттер
ic_het,NC-17,Гарри Поттер,1.0,Дафна
ic_article,G,Гермиона Грейнджер,1.0,Рон Уизли
ic_article,G,Гарри Поттер,1.0,Джинни Уизли
ic_mixed,NC-17,Альбус Северус Поттер,1.0,Лисандр Скамандер
ic_slash,NC-17,Люциус Малфой,1.0,Рабастан Лестрэндж
ic_slash,PG-13,Гарольд,1.0,Хао
ic_gen,PG-13,Безумие,1.0,Сириус
ic_gen,NC-21, Новый Персонаж,1.0,Северус Снейп
ic_slash,R,Оливер Вуд,2.0,Чарли Уизли
ic_het,NC-21,Афина,1.0,Гарри Поттер
ic_het,NC-21,Гарри Поттер,1.0,Ипполита
ic_het,NC-21,Гарри Поттер,1.0,Диана Принс
ic_het,NC-21,Гарри Поттер,1.0,Донна Трой
ic_slash,NC-17,Гарри Поттер,1.0,Квиринус Квиррелл
ic_slash,NC-17,Гарри Поттер,1.0,Гилдерой Локхарт
ic_slash,NC-17,Аластор Грюм,1.0,Гарри Поттер
ic_slash,NC-17,Гарри Поттер,1.0,Эрни Макмиллан
ic_slash,NC-17,Гарри Поттер,1.0,Кингсли Шеклболт
ic_slash,NC-17,Гарри Поттер,1.0,Гораций Слизнорт
ic_slash,NC-17,Гарри Поттер,1.0,Стэн Шанпайк
ic_slash,NC-17,Гарри Поттер,1.0,Руфус Скримджер
ic_slash,NC-17,Аргус Филч,1.0,Гарри Поттер
ic_slash,NC-17,Гарри Поттер,1.0,Корнелиус Фадж
ic_het,NC-17,Падма Патил,1.0,Теодор Нотт
ic_het,NC-17,Аврора Синистра,1.0,Регулус Блэк
ic_mixed,NC-21,гарем.,1.0,гарри поттер
ic_gen,G,Шелли,1.0,Энди 
ic_slash,G,ГП,1.0,ТР
ic_gen,G,Луна,1.0,Невилл
ic_gen,G,Карлус Поттер,1.0,Юфимия Поттер
ic_het,PG-13,Авис Дайлис,1.0,Северус Снейп
ic_mixed,R,Гермиона Грейнджер,1.0,Перси Уизли
ic_mixed,R,Невилл Лонгботтом,1.0,Теодор Нотт
ic_het,R,Северус,1.0,фем!Гарри
ic_het,R,Джейкоб Портман,1.0,Эмма Блум
ic_het,R,Луна Лавгуд,1.0,Миллард Наллингс
ic_het,PG-13,Гермиона и второстепенные.,1.0,Перси
ic_het,G,...,1.0,Сириус Блэк
ic_gen,G,Северус Снейп,1.0,Том Реддл
ic_het,PG-13,fem!Мидорима,1.0,Такао
ic_gen,PG-13, Северус Снейп,1.0,Гарри Поттер
ic_het,G,Барти,1.0,Инга
ic_het,G,Нарцисса Малфой,1.0,Регулус Блэк
ic_het,NC-17,Невилл Долгопупс,1.0,Сьюзен Боунс
ic_femslash,NC-21,Гарри Поттер,1.0,Луна Лавгуд
ic_femslash,NC-21,Анджелина Джонсон,1.0,Флёр Делакур
ic_femslash,NC-21,Алиса Лонгботтом,1.0,Беллатриса Лестрейндж
ic_femslash,NC-21,ОЖП,1.0,Панси Паркинсон
ic_slash,NC-17,Астория Гринграсс,1.0,Блейз Забини
ic_het,G,Кайло Рен,1.0,Рей
ic_het,G,Роуз Тико,1.0,Финн
ic_gen,PG-13,Гарри Поттер,1.0,Укитаке Джууширо
ic_femslash,G,Гермиона Грейнджер,1.0,Парвати
ic_mixed,R,Люциус Малфой,1.0,Сириус Блэк
ic_het,PG-13,Лилавия Майл,1.0,Фред Уизли; Джордж Уизли + фоновые
ic_slash,NC-17,Клеменс Ханниган,1.0,Маттиас Харальдсcон
ic_gen,PG-13,Беллатриса Лестрейндж,1.0,Гарри Поттер
ic_het,PG-13, Лили,1.0,Джеймс
ic_mixed,NC-21,fem!Гарри Поттер,1.0,Невилл Лонгботтом
ic_mixed,NC-21,fem!Гарри Поттер,1.0,Минерва Макгонагалл
ic_slash,R, Ремус Люпин,1.0,Сириус Блэк 
ic_other,NC-21,ББ,1.0,ГП
ic_gen,G,Кайло,1.0,Рей
ic_slash,NC-21,Ким Сокджин,1.0,Чон Чонгук
ic_slash,PG-13,Гарри Поттер,1.0,Клинт Бартон
ic_slash,NC-17,Генри Поттер,1.0,Северус Снейп
ic_het,G,alt!Драко Малфой,1.0,Гермиона Грейнджер
ic_gen,G,Драко Малфой,1.0,Нарцисса Малфой
ic_het,NC-17,Алекто Кэрроу,2.0,Северус Снейп
ic_het,R, Габриэлла Поттер,1.0,Драко Малфой
ic_slash,R,Волдеморт и прочие.,1.0,Гарри Поттер
ic_het,PG-13,ОЖП (немного),1.0,Ремус Люпин
ic_het,NC-17, Анастасия,1.0,Гарри Поттер
ic_slash,R,Ксенофилиус Лавгуд,1.0,Фред Уизли
ic_mixed,R,Луна Лавгуд,1.0,ОМП
ic_mixed,R,Гарри Поттер,1.0,Сьюзен Боунс
ic_mixed,R,fem!Джордж Уизли,1.0,fem!Фред Уизли
ic_het,G, Скорпиус Малфой,1.0,Лили Поттер
ic_slash,NC-17,Абраксас Малфой,1.0,Гарри Поттер
ic_het,PG-13,Возможно Рон Уизли,1.0,Гермиона Грейнджер
ic_het,NC-17,fem!Драко Малфой,1.0,ОМП
ic_het,R,Минерва МакГонагалл,1.0,Том Риддл
ic_slash,PG-13,Пивз,1.0,Филч
ic_het,NC-17,Панси Паркинсон,1.0,Чарли Уизли
ic_het,G, Гермиона Грейнджер,1.0,Джордж Уизли
ic_femslash,PG-13,Неджем,1.0,Панси Паркинсон
ic_het,PG-13,Драко Малфой,1.0,Нимфадора Тонкс
ic_het,NC-17,Гермиона Грейнджер,1.0,Лили Луна Поттер
ic_slash,NC-17,Одноглазый,1.0,Отмычка
ic_slash,NC-17,Кит,1.0,Коливан
ic_slash,NC-17,Кагеяма Тобио,1.0,Киндайчи Ютаро
ic_slash,NC-17,Охотники,1.0,Серый Волк
ic_slash,NC-17,Молния МакКуин,1.0,Мэтр
ic_slash,NC-17,Билл Уизли,1.0,Ремус Люпин
ic_mixed,R,Альбус Дамблдор,1.0,Лета Лестрейндж
ic_slash,PG-13,Джеймс Поттер,1.0,Люциус Малфой
ic_het,R,Гермиона Грейнджер,1.0,Мокша
ic_het,PG-13,Мэри МакДональд,1.0,Северус Снейп
ic_slash,NC-17,light!Том Марволо Реддл,1.0,Гарри Поттер
ic_het,PG-13,Винда Розье,1.0,Геллерт Гриндевальд
ic_het,G,Джо,1.0,Северус Снейп
ic_femslash,NC-21,Луна Лавгуд,2.0,Панси Паркинсон
ic_femslash,NC-17,Лаванда Браун,1.0,Панси Паркинсон
ic_het,G,Гарри Поттер,1.0,ОЖП Джинни Поттер
ic_gen,PG-13, Алисия Мейн,1.0,Драко Малфой
ic_het,PG-13,Алиса(ОЖП),1.0,Том Марволо Реддл
ic_het,G,human!Аластор,1.0,ОЖП
ic_slash,R,Главнейший министр Нушрок,1.0,Северус Снейп
ic_slash,R,Нушрок,1.0,Северус Снейп
ic_mixed,R,Джильберта Лаперьер,1.0,Том Реддл
ic_het,NC-17,Альбус Дамблдор,1.0,Помона Спраут
ic_het,PG-13,гг,1.0,дм
ic_femslash,PG-13,Беллатриса Лестрейндж,1.0,Пандора Лавгуд
ic_gen,PG-13,Артур Пендрагон,1.0,Гермиона Грейнджер
ic_het,G,Драко Малфой,2.0,Таня Гроттер
ic_femslash,PG-13,Гермиона Грейнджер,1.0,Ромильда Вейн
ic_femslash,PG-13,Андромеда Тонкс,1.0,Молли Уизли
ic_femslash,PG-13,fem!Гарри Поттер,2.0,fem!Том Марволо Реддл
ic_femslash,PG-13,Джейн Курт,1.0,Нимфадора Тонкс
ic_het,R,\Драко,1.0,Панси
ic_het,R,Герми,1.0,Драко;
ic_het,G,Полумна Лавгуд,1.0,Таррант Хайтопп
ic_het,R,Северус,1.0,фем Гарри
ic_slash,NC-17,Гермиона Грейнджер,1.0,Сириус Блэк III
ic_het,R,Альбус Северус Поттер,1.0,ОЖП1
ic_het,R,ОЖП2,1.0,Сириус Блэк III
ic_het,R,ОЖП1,1.0,Ремус Люпин
ic_het,R,Антонин Долохов,1.0,Эйлин Принц
ic_slash,NC-17,Малфой,1.0,Тёмный Лорд
ic_het,G,Андромеда,1.0,Рудольфус
ic_gen,R, ?,1.0,Мисс Поттер 
ic_femslash,G,Кара,1.0,Лена
ic_gen,R,Кетрин Эйкес,1.0,Фред Уизли
ic_het,PG-13,Гермиона Грейнджер,1.0,Драмиона Драко
ic_het,R,Джордж Уизли,1.0,Софи Лаветт 
ic_gen,PG-13,Дженнифер,1.0,Драко Малфой
ic_het,G,Доминик Уизли,1.0,ОМП
ic_het,G,Лисандр Скамандер,1.0,Молли Уизли
ic_het,G,Лоркан Скамандер,1.0,Люси Уизли
ic_het,G,Лили Луна Поттер,2.0,ОМП
ic_het,R,Драко Малфой,1.0,Молли
ic_het,NC-17,Роза Уизли,1.0,Рон Уизли
ic_het,NC-17, Рон Уизли,1.0,Роза Уизли
ic_mixed,PG-13,Бартемиус Крауч-мл.,1.0,Регулус Блэк
ic_femslash,R,Молли Уизли,1.0,Нарцисса Малфой
ic_het,PG-13,Нарцисса,1.0,Северус
ic_slash,PG-13,Савамура Дайчи,1.0,Сугавара Коши
ic_slash,PG-13,Азумане Асахи,1.0,Нишиноя Ю
ic_gen,R,Том Марволо Реддл,1.0,Фрэн Боу-Дагенхарт
ic_het,PG-13,Альфард Блэк,1.0,Тётушка Мюриэль
ic_het,R,Альбус,1.0,Гермиона Грейнджер
ic_het,PG-13,Марлин МакКиннон,1.0,Элтайн Блэк
ic_het,NC-17,Беллатриса Лестрейндж,1.0,Люциус Малфой
ic_het,PG-13,fem!Ньют Скамандер,1.0,Персиваль Грейвс
ic_het,PG-13,Ньют Скамандер,1.0,Персиваль Грейвс
ic_het,PG-13,fem!Ньют Скамандер,1.0,Гарри Поттер
ic_slash,NC-17,Аластор Грюм,1.0,Сириус Блэк III
ic_femslash,R,Беллатриса Лестрейндж,2.0,Нимфадора Тонкс
ic_het,PG-13,Гарри Поттер,1.0,Чифую
ic_het,PG-13,Теодор Нотт,1.0,Элеонора Хилтон
ic_slash,NC-17,dark!Гарри Поттер,1.0,Рабастан Лестрейндж
ic_mixed,R,Блейз Забини,1.0,Теодор Нотт
ic_mixed,G,Альбус Дамблдор,1.0,намек на Минерва МакГонагалл
ic_slash,PG-13,Гарри Поттер,1.0,Римус Люпин
ic_het,R,Оливия Смит,1.0,Сириус Блэк
ic_het,R,Гарри Поттер,1.0,Эмили Блэк
ic_gen,R,???,1.0,Глич
ic_het,PG-13,Дафна Гринграсс,1.0,Невилл Лонгботтом
ic_slash,PG-13,Гарри Поттер,1.0,Флоренц
ic_gen,G,Гарри Поттер,1.0,Семья 
ic_mixed,G,Луна,1.0,Невилл
ic_slash,NC-21,dom!Драко Малфой,1.0,sub!Гарри Поттер
ic_het,G,Нифмадора Тонкс,1.0,Фред Уизли
ic_het,G,Никаэль Тэйнис,1.0,Северус Снейп
ic_gen,G, Невилл Лонгботтом,1.0,Луна Лавгуд 
ic_het,R,Антонин Долохов,1.0,Вальбурга Блэк
ic_slash,NC-17,Регулус,1.0,Сириус
ic_slash,PG-13,Аарон Хотчнер,1.0,Спенсер Рид
ic_het,PG-13,Доркас Медоуз,1.0,Люциус Малфой
ic_het,PG-13,Маркус Флинт,1.0,Ханна Аббот
ic_het,NC-17,Гермиона Грейнджер,1.0,Салазар Слизерин
ic_het,R,Дейенерис Таргариен,1.0,Джон Сноу
ic_het,G,Лили Полумна Поттер,1.0,Скорпиус Малфой
ic_slash,NC-17,Луна Лавгуд,1.0,Регулус Блэк
ic_slash,NC-17,Геллерт Гриндельвальд,1.0,Лили Поттер
ic_slash,NC-17,Сириус Блэк III,1.0,Том Марволо Реддл
ic_het,PG-13,Том Марволо Реддл,1.0,Чара
ic_het,G,Гилдерой Локхарт,1.0,Луна Лавгуд
ic_gen,G,Беллатриса Реддл,1.0,Драко Малфой
ic_het,PG-13,Гарри Поттер Гермиона Грейнджер,1.0,Джинни Уизли
ic_het,PG-13,ОЖП,1.0,Темный Лорд
ic_het,NC-17,Люциус Малфой,1.0,Панси Паркинсон
ic_het,PG-13,Моргана Коган,1.0,Северус Снейп
ic_mixed,R,Джеймс,1.0,Лили
ic_slash,PG-13,Лорд Волдеморт,1.0,Снейп
ic_het,R,Кингсли Шеклболт,1.0,Минерва Макгонагалл
ic_gen,G,Люциус Малфой,1.0,ОЖП
ic_gen,G,Драко Малфой,2.0,Люциус Малфой
ic_het,R,Гермиона Грейнджер,1.0,Снейп
ic_het,PG-13,Кира Уокер ,1.0,Регулус Блэк
ic_het,PG-13,Кира Уокер,1.0,Фия Блэк 
ic_het,PG-13,ОМП,1.0,Пенелопа Кристалл
ic_slash,R,Йен Галлагер,1.0,Микки Милкович
ic_slash,R,Василиск,1.0,ГП
ic_slash,G,Леонард «Боунс» МакКой,1.0,Чехов Павел Андреевич
ic_het,NC-17,блейз ,1.0,джинни мельком
ic_mixed,NC-17,?,2.0,ГП
ic_gen,G,Гарри Поттер,1.0,Сириус Блэк III
ic_gen,G,Гермиона Малфой,1.0,Драко Малфой
ic_gen,NC-21,Гарри Поттер,1.0,Элисиф Прекрасная
ic_gen,NC-21,Виттория Вичи,1.0,Гарри Поттер
ic_gen,R,Гарри Поттер,1.0,Гермиона Грейнджер и многие другие.
ic_slash,NC-17,Алисия Спиннет,1.0,Оливер Вуд
ic_slash,G,Гарри Поттер,1.0,Драко.
ic_gen,PG-13,Джулиан,1.0,Эмма
ic_slash,NC-17,Брюс Уэйн,1.0,Кларк Кент
ic_gen,R,Драко Малфой; канонные,1.0,ОЖП 
ic_slash,NC-17,Ремус,1.0,Северус
ic_mixed,R,Гарри Поттер,1.0,Рита Скитер
ic_het,G,Алиса ,1.0,Лоркан
ic_het,R,Меламори Блимм,1.0,Сириус Блэк III
ic_het,PG-13,Валери Руис,1.0,Том Марволо Реддл
ic_het,PG-13,Нарцисса Малфой,1.0,Перси Уизли
ic_het,PG-13,Он,1.0,Она
ic_mixed,PG-13, Беллатрисса Блэк,1.0,Джеймс Поттер
ic_mixed,G,Нимфадора Тонкс,1.0,Ремус Люпин
ic_mixed,G,Невилл Лонгботтом,1.0,Полумна Лавгуд
ic_slash,PG-13,Люциус Малфой,1.0,Серерус Снейп
ic_gen,PG-13,Медузия Горгонова,1.0,Сарданапал Черноморов
ic_gen,PG-13,Поклеп Поклепыч,1.0,русалка Милюля
ic_gen,PG-13,Генка Бульонов,1.0,Пенелопа Дурнева
ic_gen,PG-13,Гробыня Склепова,1.0,Гуня Гломов
ic_gen,PG-13,Альбус Северус Поттер,1.0,Екатерина Валялкина
ic_het,R,Крис,1.0,Эва
ic_mixed,PG-13,Гарри Поттер,2.0,Северус
ic_het,PG-13,Лика Мэтьюс,1.0,Северус Снейп
ic_gen,R,Мария Меншикова,1.0,Хитсугая Тоширо
ic_het,G,Габриэль Делакур,1.0,Невилл Лонгботтом
ic_het,PG-13,Джон Лоу,1.0,Салли Маккенна
ic_het,PG-13,Грей Фуллбастер,1.0,Джувия Локсар
ic_het,PG-13,Лидия Мартин,1.0,Ногицунэ
ic_het,PG-13,Лайт Ягами,1.0,Миса Амане
ic_het,PG-13,Джерар Фернандес,1.0,Эрза Скарлет
ic_het,PG-13,Кэролайн Форбс,1.0,Никлаус Майклсон
ic_het,PG-13,Риса Мисима,1.0,Твелв
ic_het,PG-13,Бонни Паркер,1.0,Клайд Бэрроу
ic_gen,G,?,1.0,Гарри Поттер 
ic_het,PG-13,Гермиона ,1.0,Седрик Диггори
ic_het,PG-13,Super Junior,1.0,ОЖП
ic_slash,R,Барти Крауч-младший,1.0,Лорд Волдеморт
ic_het,G,Джеймс,1.0,Марлена
ic_slash,R,Люциус Малфой,1.0,Скорпиус Гиперион Малфой
ic_slash,R,ГП,2.0,ЛВ
ic_het,G,Салли Спэрроу,1.0,Сириус Блэк III
ic_het,R,Пандора Блэр,1.0,Северус Снейп
ic_het,PG-13,Агнесс,1.0,Драко Малфой
ic_slash,R,Чон Хосок,2.0,Чон Чонгук
ic_slash,NC-17,Малфой,1.0,Минох
ic_slash,PG-13,Лука Модрич,1.0,Серхио Рамос
ic_slash,NC-17,Гарри Поттер и что-то ещё...,1.0,Драко Малфой
ic_femslash,R,Долорес Амбридж,1.0,Ольга Ларина
ic_slash,PG-13,Бомж Валера,1.0,Драко Малфой
ic_slash,PG-13,Драко Малфой,1.0,Рожок Стаканчиков
ic_het,PG-13,Северус,1.0,Тала
ic_het,NC-17,Джинни Уизли,1.0,Невилл Лонгботтом
ic_het,NC-17,Виктор Крам,1.0,Джинни Уизли
ic_het,NC-17,Джинни Уизли,1.0,Ксенофилиус Лавгуд
ic_het,NC-17,Джинни Уизли,1.0,Седрик Диггори
ic_gen,G,Мантия,1.0,Снейп
ic_slash,PG-13,Айзек Лейхи,1.0,Скотт МакКолл
ic_het,NC-17,Беллатриса Лестрейндж,1.0,Тор
ic_het,NC-17,Сириус Блэк III,1.0,Сиф
ic_gen,PG-13,Люциус Малфой,2.0,ОЖП
ic_het,G,Алиса,1.0,Фрэнк Долгопупс
ic_gen,R,Оливия Хё (one side),1.0,Ханна Поттер
ic_gen,R,Невилл Лонгботтом,1.0,Ханна Поттер (friendship)
ic_het,PG-13,ОМП,1.0,Рита Скитер
ic_slash,R,Лестрейндж-старший,1.0,Том Марволо Реддл
ic_het,PG-13,Люциус,1.0,Цисси
ic_slash,R,Грейвс,1.0,Криденс
ic_gen,G,Драко Малфой,1.0,Луна Лавгуд
ic_het,PG-13,Полумна Лавгуд,1.0,Шерлок Холмс
ic_het,G,Гарри Поттер,1.0,Гермиона Гренджер и другие
ic_het,R,Гарри Поттер,1.0,Тауриэль
ic_het,PG-13,Джеймс Поттер,1.0,Флёр Делакур
ic_het,R,Лили Луна Поттер,1.0,Эдвард Римус Люпин
ic_het,R,ОМП,1.0,Теодор Нотт
ic_gen,R,Твайлайт Спаркл,1.0,Темпест Шедоу
ic_gen,R,Сансет Шиммер,1.0,Твайлайт Спаркл
ic_gen,R,Рейнбоу Дэш,1.0,Эпплджек
ic_gen,R,Стив Роджерс,1.0,Тони Старк
ic_gen,R,Пьетро Максимофф,1.0,Уэйд Уинстон Уилсон (Дэдпул)
ic_gen,R,Аметист,1.0,Перидот
ic_gen,R,Аметист,1.0,Жемчуг
ic_gen,R,Гамора,1.0,Небула
ic_slash,PG-13, Рон,1.0,Гарри 
ic_het,R,Винсент Крэбб,1.0,Джинни Уизли
ic_het,R,Грегори Гойл,1.0,Парвати Патил
ic_het,G,Джинни Уизли,1.0,Невилл Лонгботтом
ic_het,PG-13, Беллатрса Лестрейндж,1.0,Том Реддл
ic_gen,PG-13,Гермиона Грейнджер,2.0,Регулус Блэк
ic_het,PG-13,Долорес Амбридж,1.0,Том Марволо Реддл
ic_femslash,R,Вальбурга Блэк,1.0,Минерва Макгонагалл
ic_femslash,R,Вальбурга Блэк,1.0,Минерва МакГонагалл
ic_het,R,Драко Малфой,1.0,Элинор
ic_het,R,Невилл,1.0,Полумна
ic_slash,NC-17,Луна Лавгуд,1.0,за кадром!Невилл Лонгботтом
ic_slash,NC-17,Панси Паркинсон,1.0,за кадром!Блейз Забини
ic_slash,NC-17,Гермиона Грейнджер,1.0,за кадром!Виктор Крам
ic_slash,NC-17,Джинни Уизли,1.0,упоминание!Гарри Поттер
ic_slash,NC-17,Чжоу Чанг,1.0,упоминание!Гарри Поттер
ic_slash,R,Невилл Долгопупс,1.0,Полумна Лавгуд
ic_slash,R,ОЖП,1.0,ОЖП
ic_slash,PG-13,Джордж Уизли + массовка,1.0,Фред
ic_het,R,Пандора Лавгуд,1.0,Сириус Блэк III
ic_het,G,ММ,1.0,СС
ic_het,PG-13,Нобилия,1.0,Северус Снейп
ic_het,NC-17,ОМП(Маркус Джеимс Поттер),1.0,Флёр Делакур
ic_gen,R,Беллатрикс,1.0,Волдеморт
ic_het,R,Гестия Джонс,1.0,Уилки Двукрест
ic_slash,NC-17,?,1.0,Гарри Поттер
ic_slash,NC-17,Лили Поттер,1.0,Сириус Блэк III
ic_het,PG-13,Гермиона Грейнджер,1.0,Стайлз
ic_het,PG-13,Драко Малфой,1.0,Кэтрин Фэйн и др.
ic_het,PG-13,Джон Хэмиш Ватсон,1.0,Мэри Элизабет Морстен
ic_mixed,NC-17,Беллатриса Лестрейндж,1.0,Нарцисса Малфой
ic_mixed,NC-17,Лили Поттер,1.0,Сириус Блэк III
ic_mixed,NC-17,Джеймс Поттер,1.0,Ремус Люпин
ic_slash,NC-21,Снейп,1.0,Фадж
ic_slash,NC-17,harry,1.0,louis
ic_slash,R,Гарри Поттер,1.0,Люциус и др.
ic_het,NC-17,ОЖП,1.0,Энтити 303
ic_het,NC-17,Билл Сайфер,1.0,ОЖП
ic_het,NC-17,Аластор,1.0,ОЖП
ic_het,PG-13,Джессика Уорен,1.0,Эрнест Брук
ic_het,PG-13,Ремус Люпин,1.0,Элизабет Бёрк
ic_het,PG-13,Ванесса Хаббл,1.0,Северус Снейп
ic_het,PG-13,Питер Петтигрю,1.0,Сара Коуворт
ic_gen,R, Гермиона Грейнджер,1.0,Северус Снейп
ic_slash,R,Люциус Малфой,1.0,Регулус Блэк
ic_slash,NC-17,Рейвенкловец,1.0,Хаффлпаффцы
ic_slash,NC-17,Гарри Поттер,1.0,Драко малфой
ic_slash,R,Невилл Лонгботтом,1.0,капитан Джек Харкнесс
ic_slash,PG-13,Драко Малфой,1.0,Сириус Блэк III
ic_slash,PG-13, Гарри,1.0,Северус 
ic_het,R,Лаванда Браун,2.0,Скабиор
ic_het,NC-17,Кэролайн Форбс,2.0,Никлаус Майклсон
ic_het,G,Альбус,1.0,односторонний Минерва
ic_slash,NC-17,Гарри Поттер,1.0,Риддик
ic_het,R,Драко Малфой,1.0,Мия Грейнджер
ic_het,R,Драко Малфой,1.0,Она
ic_het,PG-13,Сари-Виктуар Уизли,1.0,Тедди Люпин
ic_slash,NC-17, Лиам,1.0,Зейн 
ic_het,R,fem!Северус Снейп,1.0,Джеймс Поттер
ic_gen,PG-13,Панси Паркинсон,2.0,Рон Уизли
ic_het,NC-17,Джордж Уизли,1.0,НЖП
ic_het,NC-17,НЖП,1.0,Фред Уизли
ic_gen,G,Джон Стролл,1.0,Олейра Мовара
ic_gen,G,Гидеон Хат,1.0,Олейра Мовара
ic_gen,G,Катрин Мелон,1.0,Майкл Хаусхолдер
ic_slash,R,Драко Малфой,2.0,Невилл
ic_gen,R,dark!Гарри Поттер,1.0,Мелькор
ic_gen,R,dark!Рон Уизли,1.0,Саурон
ic_gen,R,Анкалагон Черный,1.0,Драко Малфой
ic_gen,R,dark!Альбус Дамблдор,1.0,Курунир
ic_slash,NC-17,human!Том Марволо Реддл,1.0,Гарри Поттер
ic_gen,NC-17,Регулус Блэк,1.0,Том Марволо Реддл
ic_gen,G,Гермиона Грейнджер,1.0,фоном Гарри
ic_het,PG-13,Изабелла Робинсон,1.0,Уильям Робинсон
ic_het,PG-13,Дин Винчестер,1.0,Чарли Брэдбери
ic_het,PG-13,Дарк!Чарли Брэдбери,1.0,Динмон!Дин Винчестер
ic_het,PG-13,Люцифер,1.0,Мэри Винчестер
ic_het,PG-13,dark!Дин Винчестер,1.0,dark!Чарли Брэдбери
ic_het,PG-13,Габриэль,1.0,Ровена МакЛауд
ic_het,PG-13,fem!Гарри Поттер,1.0,Билл Уизли
ic_slash,R,Джесси Чамберс Уэллс,1.0,Уолли Уэст
ic_het,R,гг,1.0,дм
ic_gen,PG-13,Альбус,1.0,Элис
ic_het,PG-13,Гермиона Грэйнджер,1.0,Люциус Малфой
ic_gen,G,Остролистая,1.0,Перышко
ic_het,R,Неджи Хьюга,1.0,Тен-Тен
ic_het,R,Джеймс,1.0,Роза
ic_het,PG-13,Артур,1.0,Молли
ic_mixed,R,Гилберт Блайт,1.0,Энн Ширли-Катберт
ic_mixed,R,Лидия Мартин,1.0,Стайлз Стилински
ic_mixed,R,Гермиона Грейнджер,1.0,Кол Майклсон
ic_slash,PG-13,Грэхем Монтегю,1.0,Джордж Уизли
ic_slash,R,ГП,1.0,М
ic_mixed,PG-13,Беллатриса,1.0,Том Марволо Реддл
ic_slash,NC-21,Джеймс Поттер,1.0,Люциус Малфой
ic_gen,G,Поттер,1.0,Снейп
ic_het,G,ГП,1.0,ПЛ
ic_het,PG-13,Мария Уизи,1.0,Фред Уизли
ic_het,G,Блонди,1.0,Драко Малфой
ic_slash,R,Лили Луна Поттер,1.0,ОМП
ic_slash,PG-13,Ксенофилиус Лавгуд,1.0,Ремус Люпин
ic_het,PG-13,Драко Малфой,1.0,Элизабет Эльбе
ic_slash,PG-13,Питер Паркер,1.0,Северус Снейп
ic_slash,PG-13,Питер Бенджамин Паркер (Человек-Паук),1.0,Северус Снейп
ic_gen,PG-13,Сириус Блэк III,1.0,Элизабет Суонн
ic_gen,PG-13,Уильям Тёрнер,1.0,Элизабет Суонн
ic_slash,NC-17,Гарри Поттер и наоборот,1.0,Драко Малфой
ic_mixed,NC-17,М,1.0,М
ic_het,R,?,1.0,ГП
ic_gen,R,Гарри Поттер,1.0,Мимоходом Драко
ic_mixed,NC-17,Гарри Поттер,1.0,Драко Малфой. ОЖП ОМП И все персонажи Поттерианы
ic_gen,PG-13,fem!Салазар Слизерин,1.0,Годрик Гриффиндор
ic_het,R,Северус Снейп,1.0,фем!Гарри Поттер
ic_gen,NC-21,Вернон Дурсль,1.0,Петунья Дурсль
ic_het,R,Беллатриса Лестрейндж,1.0,Стрелок
ic_het,PG-13,Драко Малфой,1.0,НЖП
ic_slash,G,Чон Хосок,1.0,Чон Чонгук
ic_gen,PG-13,Маркус Флинт,1.0,ОЖП
ic_mixed,R,Дейдара,1.0,Хината Хьюга
ic_mixed,R,Анко Митараши,1.0,Сасори Акасуна
ic_mixed,R,Анко Митараши,1.0,Мадара Учиха
ic_mixed,R,Мадара Учиха,1.0,Цунаде Сенджу
ic_mixed,R,Анко Митараши,1.0,Хаширама Сенджу
ic_mixed,R,Конан,1.0,Яхико
ic_mixed,R,Анко Митараши,1.0,Конан
ic_mixed,R,Итачи Учиха,1.0,Хана Инузука
ic_mixed,R,Сакура Харуно,1.0,Саске Учиха
ic_mixed,R,Гермиона Грейнджер,1.0,Наруто Узумаки
ic_het,R,Локи,1.0,много кто
ic_gen,PG-13,Северус Снейп,3.0,Том Марволо Реддл
ic_gen,PG-13,ОЖП,1.0,Пивз
ic_slash,NC-17,Грейвз,1.0,Криденс
ic_het,NC-17,ГП,1.0,ОЖП
ic_het,PG-13,Мэри Макдональд,1.0,Сириус Блэк
ic_het,R, Гермиона Грейнджер,1.0,Фред Уизли 
ic_het,NC-17,Джек,1.0,Иса
ic_het,G,Астория Скорпиус,1.0,Драко Малфой
ic_het,PG-13,Гермиона Грейнджер,2.0,Сириус Блэк I
ic_het,NC-17,Джинни,2.0,Северус
ic_mixed,PG-13,Нейтан,1.0,Уоррен
ic_mixed,NC-17,Дин Винчестер,1.0,Кастиэль Новак
ic_gen,R, Лили,1.0,Северус
ic_slash,NC-17,Люциус Малфой I,1.0,Северус Снейп
ic_gen,R,Гермиона Грейнджер,1.0,ОМП(ведьмак)
ic_gen,R,ОМП(ведьмак),1.0,Цирилла Фиона Элен Рианнон
ic_slash,PG-13,Квиррелл,1.0,Севакин
ic_gen,G,Луна Лавгуд,2.0,Невилл Лонгботтом
ic_mixed,PG-13,fem!Драко Малфой,1.0,Гарри Поттер
ic_slash,NC-17,Диппер Пайнс,1.0,ОЖП
